Components List
0	1	0	09010000	0	0	410	492	1184	1694	Image/Icon
1	2	1	08028082	203	285	46	23	203414	203444	AM/PM label
2	2	2	08028082	203	285	46	23	204502	204532	AM/PM label
3	3	1	08028082	203	287	42	22	205590	205624	AM/PM label
4	3	2	08028082	205	287	39	22	206548	206578	AM/PM label
5	4	0	fa080000	225	25	13	5	65535	0	Weather no+ label
6	4	0	fa080000	206	25	13	5	65535	0	Weather no+ label
7	4	0	fa8a4300	225	15	17	270	207436	207468	Weather no+ label
8	4	0	fa8a4300	206	15	17	270	207436	207468	Weather no+ label
9	4	0	fa8a4300	187	15	17	270	207436	207468	Weather no+ label
10	4	0	fa028000	242	8	35	39	212058	212506	Weather no+ label
11	4	0	fa028000	242	8	35	39	213871	214305	Weather no+ label
12	4	0	fa002000	193	25	10	5	65535	0	Weather no+ label
13	5	0	138a9200	83	338	13	230	215670	215702	Sleep no
14	5	0	138a9200	66	338	13	230	215670	215702	Sleep no
15	5	0	138a9200	152	338	13	230	215670	215702	Sleep no
16	5	0	138a9200	134	338	13	230	215670	215702	Sleep no
17	6	1	0c020082	104	338	25	25	218692	218722	Sleep label
18	6	2	0c020082	107	339	17	22	219347	219365	Sleep label
19	7	1	0c020082	172	338	25	25	219739	219769	Sleep label
20	7	2	0c020082	172	339	20	22	220394	220424	Sleep label
21	8	1	06870082	305	281	59	210	220864	220898	Weekday label
22	8	2	06870082	302	283	71	189	233288	233322	Weekday label
23	9	0	038a8200	307	329	27	300	246741	246773	Month no
24	9	0	038a8200	278	329	27	300	246741	246773	Month no
25	10	0	028a8200	377	329	27	300	246741	246773	Date no
26	10	0	028a8200	348	329	27	300	246741	246773	Date no
27	11	0	09010000	338	351	6	6	254873	254883	Image/Icon
28	12	0	0e8a8500	152	396	13	230	215670	215702	Steps no
29	12	0	0e8a8500	133	396	13	230	215670	215702	Steps no
30	12	0	0e8a8500	114	396	13	230	215670	215702	Steps no
31	12	0	0e8a8500	95	396	13	230	215670	215702	Steps no
32	12	0	0e8a8500	76	396	13	230	215670	215702	Steps no
33	13	0	108a8300	338	392	13	230	215670	215702	Heart Rate no
34	13	0	108a8300	319	392	13	230	215670	215702	Heart Rate no
35	13	0	108a8300	300	392	13	230	215670	215702	Heart Rate no
36	14	0	0b8a0300	123	454	13	230	215670	215702	Battery no
37	14	0	0b8a0300	105	454	13	230	215670	215702	Battery no
38	14	0	0b8a0300	88	454	13	230	215670	215702	Battery no
39	15	0	09010000	141	454	23	23	254919	254951	Image/Icon
40	16	0	148a8100	339	454	13	230	215670	215702	Distance no
41	16	0	148a8200	312	454	13	230	215670	215702	Distance no
42	16	0	148a8200	293	454	13	230	215670	215702	Distance no
43	17	0	09010000	329	471	5	5	255480	255486	Image/Icon
44	18	0	008a8200	42	237	42	510	255511	255545	Hour no
45	18	0	008a8200	0	237	42	510	255511	255545	Hour no
46	19	0	018a8200	152	237	42	510	255511	255545	Minute no
47	19	0	018a8200	107	237	42	510	255511	255545	Minute no
48	20	0	09010000	90	254	10	32	276965	276979	Image/Icon
49	21	0	170a0000	0	0	0	0	0	0	Weather label
50	21	0	17090000	134	8	49	39	277299	277653	Weather label
51	21	0	17090000	134	8	49	39	279564	279974	Weather label
52	21	0	17090000	134	8	49	39	281885	282299	Weather label
53	21	0	17090000	134	8	49	39	284210	284614	Weather label
54	21	0	17090000	134	8	49	39	286525	286867	Weather label
55	21	0	17090000	134	8	49	39	288778	289268	Weather label
56	21	0	17090000	134	8	49	39	291179	291563	Weather label
57	21	0	17090000	134	8	49	39	293474	293926	Weather label
58	21	0	17090000	134	8	49	39	295837	296185	Weather label
