Components List
0	1	0	09010000	0	0	360	360	782	1292	Image/Icon
1	2	0	09010000	275	269	12	11	624	650	Image/Icon
2	3	0	0b8a0300	266	269	7	120	130892	130926	Battery no
3	3	0	0b8a0300	258	269	7	120	130892	130926	Battery no
4	3	0	0b8a0300	249	269	7	120	130892	130926	Battery no
5	4	0	108a8300	219	40	11	170	131766	131800	Heart Rate no
6	4	0	108a8300	206	40	11	170	131766	131800	Heart Rate no
7	4	0	108a8300	193	40	11	170	131766	131800	Heart Rate no
8	5	0	0f8a8400	188	319	7	120	133670	133704	Calories no
9	5	0	0f8a8400	180	319	7	120	133670	133704	Calories no
10	5	0	0f8a8400	172	319	7	120	133670	133704	Calories no
11	5	0	0f8a8400	164	319	7	120	133670	133704	Calories no
12	6	0	1d8a8200	151	40	11	170	134544	134578	Unknown
13	6	0	1d8a8200	138	40	11	170	134544	134578	Unknown
14	7	0	0e8a8500	116	319	7	120	136448	136482	Steps no
15	7	0	0e8a8500	108	319	7	120	136448	136482	Steps no
16	7	0	0e8a8500	100	319	7	120	136448	136482	Steps no
17	7	0	0e8a8500	92	319	7	120	136448	136482	Steps no
18	7	0	0e8a8500	84	319	7	120	136448	136482	Steps no
19	8	0	038a8200	86	203	25	400	137322	137356	Month no
20	8	0	038a8200	56	203	25	400	137322	137356	Month no
21	9	0	028a8200	178	203	25	400	137322	137356	Date no
22	9	0	028a8200	147	203	25	400	137322	137356	Date no
23	10	0	09010000	118	201	23	43	147356	147390	Image/Icon
24	11	0	09010000	175	123	11	54	148379	148391	Image/Icon
25	12	0	008a8200	118	116	41	660	148985	149017	Hour no
26	12	0	008a8200	62	116	41	660	148985	149017	Hour no
27	13	0	018a8200	252	116	41	660	148985	149017	Minute no
28	13	0	018a8200	202	116	41	660	148985	149017	Minute no
29	14	1	06870082	43	81	274	84	176077	176141	Weekday label
30	14	2	06870082	43	81	274	84	199157	199221	Weekday label
