Components List
0	1	0	09010000	0	0	360	360	484	484	Image/Icon
1	2	0	09010000	98	96	12	25	259684	259710	Image/Icon
2	3	0	008a8200	109	170	60	940	262684	262914	Hour no
3	3	0	008a8200	45	170	60	940	262684	262914	Hour no
4	4	0	018a8200	263	170	60	940	319314	319676	Minute no
5	4	0	018a8200	199	170	60	940	319314	319676	Minute no
6	5	0	038a8200	126	96	12	220	260010	260044	Month no
7	5	0	038a8200	111	96	12	220	260010	260044	Month no
8	6	0	028a8200	86	96	12	220	260010	260044	Date no
9	6	0	028a8200	71	96	12	220	260010	260044	Date no
10	7	1	06870082	119	38	53	182	376076	376110	Weekday label
11	7	2	06870082	76	64	56	154	385756	385790	Weekday label
12	8	0	108a8300	248	55	12	220	260010	260044	Heart Rate no
13	8	0	108a8300	233	55	12	220	260010	260044	Heart Rate no
14	8	0	108a8300	218	55	12	220	260010	260044	Heart Rate no
15	9	0	0f8a8400	264	89	12	220	260010	260044	Calories no
16	9	0	0f8a8400	249	89	12	220	260010	260044	Calories no
17	9	0	0f8a8400	234	89	12	220	260010	260044	Calories no
18	9	0	0f8a8400	219	89	12	220	260010	260044	Calories no
19	10	0	0e8a8500	280	124	12	220	260010	260044	Steps no
20	10	0	0e8a8500	265	124	12	220	260010	260044	Steps no
21	10	0	0e8a8500	250	124	12	220	260010	260044	Steps no
22	10	0	0e8a8500	235	124	12	220	260010	260044	Steps no
23	10	0	0e8a8500	220	124	12	220	260010	260044	Steps no
