Components List
0	1	0	09010000	27	310	411	110	424	920	Image/Icon
1	2	1	08828082	223	33	104	68	46130	46196	AM/PM label
2	2	2	08828082	223	33	100	76	53268	53334	AM/PM label
3	3	0	0b860000	126	34	66	186	60934	60952	Battery no
4	4	0	0a020000	359	106	50	23	73228	73282	Connection label
5	4	0	0a020000	359	106	50	23	74432	74490	Connection label
6	5	0	008a8200	147	116	133	1570	75640	76136	Hour no
7	5	0	008a8200	13	116	133	1570	75640	76136	Hour no
8	6	0	018a8200	353	194	79	950	284946	284980	Minute no
9	6	0	018a8200	273	194	79	950	284946	284980	Minute no
10	7	0	108a8300	365	320	27	310	360030	360526	Heart Rate no
11	7	0	108a8300	337	320	27	310	360030	360526	Heart Rate no
12	7	0	108a8300	310	320	27	310	360030	360526	Heart Rate no
13	8	0	0e8a8400	217	380	27	310	360030	360526	Steps no
14	8	0	0e8a8400	190	380	27	310	360030	360526	Steps no
15	8	0	0e8a8400	163	380	27	310	360030	360526	Steps no
16	8	0	0e8a8400	135	380	27	310	360030	360526	Steps no
17	9	0	028a8200	190	310	21	270	368896	368930	Date no
18	9	0	028a8200	168	310	21	270	368896	368930	Date no
19	10	1	06870082	87	310	64	217	374600	374634	Weekday label
20	10	2	06870082	79	310	79	189	388522	388556	Weekday label
